genes	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
jam2a	1	5.83414416775285e-23	-0.887524082438966	0.344	0.486	1.38350894794091e-18
eif3g	1	5.94817513559036e-23	-0.449638625417054	0.596	0.802	1.4105502516539e-18
lpar1	1	6.084374805975e-23	1.66521196130406	0.216	0.081	1.44284864148891e-18
fzd7a	1	6.14259233735696e-23	-1.35086457873243	0.215	0.343	1.45665434688083e-18
rps18	1	6.26290133663982e-23	-0.315614617201563	0.993	1	1.48518442297077e-18
ube2a	1	6.67226707915751e-23	-0.734102437495546	0.413	0.566	1.58226141515141e-18
ehd2b	1	7.31070597005466e-23	1.15389775704778	0.37	0.213	1.73366081373876e-18
bpgm	1	7.78339028448315e-23	-1.66397345065409	0.062	0.159	1.84575317206233e-18
rgs5a	1	8.7669324284555e-23	3.27760944529394	0.141	0.029	2.07899035608394e-18
mettl5	1	9.0644031879709e-23	-1.861905086596	0.028	0.101	2.14953257199542e-18
si:ch211-169p10.1	1	1.00568410052153e-22	1.68615070672127	0.196	0.066	2.38487927597675e-18
rbbp4	1	1.00569089873563e-22	-1.37942259735617	0.106	0.221	2.38489539726167e-18
cd276	1	1.01209510144836e-22	-0.928995075146497	0.31	0.445	2.40008232357463e-18
znf703	1	1.07943176104373e-22	1.0857917254004	0.357	0.202	2.55976447813911e-18
fbxl6	1	1.08587760529814e-22	-1.57157106580784	0.06	0.156	2.57505015320401e-18
si:ch211-105c13.3	1	1.09090333629344e-22	1.69222074016344	0.187	0.059	2.58696817168627e-18
sarnp	1	1.14851518357186e-22	-1.10202396542142	0.144	0.274	2.72358890632231e-18
eci1	1	1.15620675733547e-22	-1.74664975057496	0.041	0.124	2.74182870434534e-18
rap1aa	1	1.18321903889656e-22	-1.15288745059735	0.164	0.297	2.80588562883931e-18
hint2	1	1.19233976053152e-22	-1.20698861332776	0.112	0.231	2.82751450812445e-18
arcn1a	1	1.19532663894577e-22	-1.30431239439291	0.092	0.204	2.83459759159599e-18
cdc42ep5	1	1.25418168771854e-22	-0.692848026740957	0.813	0.924	2.97416645425574e-18
cyp2aa6	1	1.43548004265418e-22	1.71283835020156	0.21	0.077	3.40409737315013e-18
gpm6ab	1	1.47225151873005e-22	0.955790055867282	0.45	0.306	3.49129725151643e-18
btg2	1	1.51641093526587e-22	-0.793129069274889	0.973	0.989	3.59601689188947e-18
zgc:56106	1	1.58447641790498e-22	-1.82440764026198	0.035	0.113	3.75742737741988e-18
flot1b	1	1.5942006042572e-22	-0.549995523515286	0.395	0.581	3.78048731293552e-18
si:ch1073-440b2.1	1	1.65458395084095e-22	1.91305279014331	0.166	0.045	3.92368038102422e-18
bmi1b	1	1.75885342670733e-22	-1.9997870717964	0.03	0.104	4.17094501609375e-18
syf2	1	1.77627768793012e-22	-0.823689767881582	0.265	0.429	4.21226490915749e-18
plp2	1	1.89618005700259e-22	1.80659420754439	0.19	0.063	4.49660138717594e-18
ppp1r15a	1	1.93876260086704e-22	1.04913997989177	0.425	0.27	4.5975816316961e-18
ostf1	1	1.9893746573524e-22	-1.5088494581583	0.056	0.149	4.71760306244549e-18
sdr16c5b	1	2.01620304100248e-22	-1.28202568852734	0.093	0.204	4.78122389143328e-18
cox5aa	1	2.03109003421983e-22	-0.43653874087419	0.736	0.865	4.81652690714891e-18
rreb1b	1	2.17813561047605e-22	-1.31200519839334	0.092	0.204	5.16523078668291e-18
copg2	1	2.28356203033735e-22	-1.08529976674745	0.152	0.284	5.41523899874199e-18
ndufb8	1	2.52289760518145e-22	-0.433954544652848	0.567	0.79	5.98279938092729e-18
nfybb	1	2.65929514059565e-22	-1.34781316421898	0.09	0.199	6.30625249640853e-18
h2afy2	1	2.75021163055029e-22	-0.727793450033908	0.296	0.466	6.52185186068695e-18
ppp1cb	1	2.75970625209651e-22	-0.921353196347184	0.223	0.37	6.54436740622165e-18
cyp2ad6	1	3.02387981899901e-22	3.86958088115895	0.102	0.007	7.17082860277426e-18
tpm4a	1	3.15351191211336e-22	-0.4262037581298	0.979	0.99	7.47823814838561e-18
si:dkey-276j7.1	1	3.35576351298949e-22	-1.34329405634375	0.067	0.166	7.95785759470329e-18
ssrp1a	1	3.44695882444549e-22	-1.38146597412881	0.085	0.191	8.17411815629005e-18
si:ch211-89o9.6	1	3.60002461861448e-22	-1.68748767810681	0.053	0.143	8.53709838058238e-18
rpl39	1	3.93482191258004e-22	-0.32724398641342	1	1	9.33103668349232e-18
socs3a	1	4.00018734818317e-22	0.391926769365639	0.963	0.951	9.48604427748156e-18
morf4l1	1	4.10973559900075e-22	-0.629622501993995	0.339	0.528	9.74582699947038e-18
ist1	1	4.16746912446717e-22	-0.566603428438505	0.433	0.631	9.88273628176144e-18
mylz3	1	4.19325853350305e-22	2.6934886720226	0.129	0.023	9.94389328634912e-18
arvcfb	1	4.39905995310509e-22	1.35133679783887	0.285	0.14	1.04319307727934e-17
crebrf	1	4.5565835828168e-22	1.0974738586118	0.308	0.158	1.08054823082918e-17
tsg101b	1	4.747240349245e-22	-1.1497019405659	0.128	0.251	1.12576057641996e-17
bsdc1	1	4.95314761450064e-22	-1.04964206730933	0.167	0.301	1.17458942530268e-17
MED9	1	5.28036792980123e-22	-1.18019918701562	0.098	0.212	1.25218645087306e-17
imp3	1	5.40119002669449e-22	-1.67684263657754	0.035	0.112	1.28083820293033e-17
PYURF	1	5.41850254906455e-22	-1.95186450056383	0.033	0.107	1.28494369448517e-17
smc1al	1	5.49593376637181e-22	-0.623016519854764	0.247	0.417	1.30330573335741e-17
gtf2a2	1	5.67254419285945e-22	-1.07279420026339	0.189	0.327	1.34518712989469e-17
eya2	1	5.96799778755038e-22	1.35548346796488	0.217	0.082	1.4152509953397e-17
actr1	1	6.04549447797603e-22	-0.934852780585529	0.216	0.358	1.43362856050724e-17
rnf7	1	6.12168102634799e-22	-0.890940372756456	0.226	0.372	1.45169543858816e-17
ubr7	1	6.18847199778424e-22	-1.51695376472329	0.068	0.166	1.46753424955455e-17
coro1ca	1	6.52426630750316e-22	-0.50341849434423	0.588	0.754	1.5471645121613e-17
cd82a	1	6.9563715405667e-22	-0.946991803919738	0.28	0.424	1.64963394712999e-17
tspan7	1	7.40205074158047e-22	-0.81981297732212	0.301	0.445	1.75532231285839e-17
rpl23a	1	7.65590049448867e-22	-0.308628986788468	0.996	1	1.81552024326304e-17
nudcd3	1	8.18343431726274e-22	-1.13196018290817	0.157	0.287	1.94061961399569e-17
fam135a	1	8.24622338641314e-22	-1.49467330240497	0.069	0.167	1.95550941385401e-17
sept12	1	9.28476444428687e-22	-0.948758490876513	0.228	0.37	2.20178904031819e-17
gtf2e2	1	9.34730768688578e-22	-1.1045097468119	0.156	0.286	2.21662054486809e-17
fkbp14	1	9.79345201082922e-22	-1.52124978363973	0.059	0.151	2.32241920984804e-17
slc25a20	1	9.82804847155274e-22	-1.16021215169773	0.123	0.244	2.33062341454402e-17
CT956002.2	1	1.02487055576412e-21	-1.83988481979304	0.039	0.118	2.43037803593903e-17
rps16	1	1.02592850611477e-21	-0.300250480286708	0.998	1	2.43288685940057e-17
timm10	1	1.04121873998522e-21	-1.79808450922713	0.04	0.119	2.46914612000095e-17
snrnp40	1	1.04530544814958e-21	-1.66335940721392	0.036	0.113	2.47883733974192e-17
tbc1d16	1	1.07149406194432e-21	1.18760702706022	0.272	0.127	2.54094101849475e-17
epas1a	1	1.09101384471287e-21	1.91321530801452	0.248	0.115	2.58723023135209e-17
rcc1	1	1.10671212289664e-21	-1.85308216660813	0.036	0.112	2.6244571282371e-17
oser1	1	1.11118971746426e-21	0.706357566070367	0.588	0.48	2.63507529599474e-17
ehd1a	1	1.17324309848628e-21	-1.36519677797652	0.101	0.212	2.78222868375036e-17
rack1	1	1.1734068187255e-21	-0.31142526955142	0.999	1	2.78261692992565e-17
hnrnpabb	1	1.19569004444219e-21	-0.436382556807257	0.846	0.931	2.83545937139022e-17
cep170aa	1	1.2290754724043e-21	-1.20977838932173	0.098	0.21	2.91462957525955e-17
ran	1	1.3345227183454e-21	-0.37424848066537	0.947	0.974	3.16468717428429e-17
sat1b	1	1.33791701809353e-21	1.30737357504746	0.257	0.117	3.17273641670699e-17
appa	1	1.34594658234006e-21	-0.635650750250067	0.606	0.767	3.19177772536121e-17
atp6v0e1	1	1.64544147011426e-21	-0.321862626280746	0.914	0.973	3.90199990222896e-17
rab5if	1	1.67670311585032e-21	-0.824822829908036	0.236	0.387	3.97613376892745e-17
tspan14	1	1.74146385915874e-21	0.970452829881413	0.305	0.152	4.12970739560904e-17
ppp2r3c	1	1.77344377747484e-21	-1.57435440115518	0.054	0.142	4.20554457390383e-17
LEPROTL1	1	1.85443170671237e-21	-0.951980430897849	0.22	0.359	4.39759934929771e-17
snu13b	1	2.03162814877465e-21	-0.49860381724175	0.498	0.702	4.8178029920042e-17
bmpr2b	1	2.08941159238293e-21	2.01840002338473	0.158	0.043	4.95483065017689e-17
sf3b1	1	2.09357418492162e-21	-0.677858976909035	0.343	0.517	4.96470182212314e-17
cryl1	1	2.09777575581119e-21	-1.78524251228263	0.059	0.149	4.97466542733066e-17
stxbp2	1	2.23599665611773e-21	-1.13461646124801	0.186	0.316	5.30244247031758e-17
zfand5b	1	2.36437475065896e-21	0.405297228343368	0.904	0.918	5.60687828371267e-17
ctsd	1	2.46714761396975e-21	-0.501649711342001	0.342	0.539	5.85059385176786e-17
rab14	1	2.5322016767028e-21	-0.601932802542354	0.399	0.575	6.00486305613301e-17
spsb4a	1	2.5845606090759e-21	-0.906896050124912	0.194	0.334	6.1290270283626e-17
eif3jb	1	2.63370356942608e-21	-0.546201152776165	0.568	0.756	6.245564644537e-17
ap3m1	1	3.00717078020036e-21	-1.84904562691526	0.033	0.106	7.13120478816714e-17
sf3a3	1	3.0230382998021e-21	-1.35494509787612	0.085	0.189	7.16883302415071e-17
acadl	1	3.31420261494515e-21	-1.42073121204196	0.06	0.151	7.85930008108092e-17
gabarapa	1	3.35830157189819e-21	-0.437274514184349	0.625	0.82	7.96387634759938e-17
kmt2a	1	3.38325951310298e-21	1.24256098321957	0.203	0.073	8.0230616093724e-17
srprb	1	3.44922037339662e-21	-0.643507472118258	0.253	0.417	8.17948119347275e-17
sap30bp	1	3.49789541477713e-21	-1.38240309338286	0.066	0.162	8.29490918660248e-17
sec23b	1	3.49909646799143e-21	-0.893424472138105	0.24	0.383	8.29775736419488e-17
pinx1	1	3.58563295287543e-21	-0.654253646499928	0.294	0.464	8.50296998444879e-17
churc1	1	3.78039061948452e-21	-1.75439448336754	0.037	0.113	8.96481831504558e-17
tomm20a	1	3.87333396960589e-21	-0.727899659408631	0.275	0.439	9.18522417552341e-17
aoc2	1	3.87751907223033e-21	1.4667146099413	0.218	0.087	9.19514872788701e-17
med11	1	3.93367663029262e-21	-1.45214619728098	0.078	0.179	9.32832076107592e-17
commd4	1	3.97755529917201e-21	-1.16328580407928	0.106	0.219	9.43237463645651e-17
lpin1	1	3.99945225537866e-21	2.75007744179737	0.116	0.017	9.48430107840496e-17
ik	1	4.35847435813947e-21	-1.00622683979365	0.133	0.257	1.03356860928919e-16
chtopa	1	4.50701637430303e-21	-0.576900137202487	0.539	0.74	1.06879386300222e-16
nmt1a	1	4.74190314370929e-21	-1.27438801231515	0.072	0.171	1.12449491149922e-16
ucp2	1	4.79950809536931e-21	0.384639697289066	0.931	0.91	1.13815534973588e-16
hopx	1	4.87238981053465e-21	-0.713952982195113	0.593	0.756	1.15543851967019e-16
mrpl20	1	5.07143784428559e-21	-1.47528705906135	0.072	0.169	1.20264077039389e-16
armc2	1	5.52849925809289e-21	1.77608403363238	0.158	0.043	1.31102831406415e-16
atp5mc3b	1	5.62622968705803e-21	-0.380060818834724	0.926	0.977	1.33420410798894e-16
mtx2	1	5.98053898170133e-21	-1.57360475445559	0.041	0.121	1.41822501412065e-16
aco2	1	6.47128089365787e-21	-1.03660306960618	0.115	0.232	1.53459955112203e-16
csde1	1	6.68666947748123e-21	-0.498923423328587	0.498	0.696	1.5856767998899e-16
gnpnat1	1	6.97719727551679e-21	1.08130070579377	0.352	0.205	1.65457256191605e-16
nuak1a	1	7.51610019976123e-21	1.4188432521156	0.234	0.102	1.78236800137138e-16
zgc:162730	1	8.6514099302497e-21	0.579304203506236	0.974	0.983	2.05159535085941e-16
stk25b	1	8.73988532142582e-21	-1.43069865042365	0.081	0.182	2.07257640512292e-16
eif2s1a	1	8.74590555794732e-21	-1.00489496673403	0.17	0.301	2.07400404401163e-16
hoxb6a	1	8.78757589598434e-21	-1.66598487662074	0.033	0.106	2.08388574797373e-16
rbmx2	1	9.0104612936273e-21	-1.62118995296998	0.061	0.151	2.13674079117078e-16
rpl4	1	9.18549855774114e-21	-0.298096076696936	0.987	0.997	2.17824912798273e-16
gnb1a	1	9.59544436235667e-21	-0.409208656316269	0.821	0.926	2.27546367608926e-16
gpalpp1	1	1.00278936223878e-20	-1.81536250065897	0.034	0.107	2.37801469361305e-16
tmem14ca	1	1.0299089815469e-20	-0.839562195530301	0.206	0.35	2.44232615884031e-16
rbm4.3	1	1.08406902590047e-20	-0.416269402300141	0.722	0.875	2.57076128802038e-16
ccnd1	1	1.09707862310131e-20	-0.880529476568926	0.303	0.458	2.60161224682244e-16
znrf1	1	1.1227348958362e-20	-1.91558994839762	0.03	0.1	2.66245353198597e-16
grcc10	1	1.17910265816449e-20	-1.18898007255783	0.11	0.223	2.79612404357127e-16
hdlbpa	1	1.17912944799066e-20	-0.479507088244363	0.544	0.744	2.79618757296506e-16
tax1bp3	1	1.18526728766214e-20	-0.936122386159595	0.268	0.404	2.810742845962e-16
manf	1	1.24274792858086e-20	-1.04815061962464	0.208	0.342	2.94705243783666e-16
zgc:101723	1	1.2881940268029e-20	-1.24707874108444	0.07	0.167	3.0548233151604e-16
med10	1	1.29692753448305e-20	-0.830875500030295	0.228	0.369	3.07553395527311e-16
elof1	1	1.41694462672951e-20	-1.14565779969658	0.104	0.215	3.36014248782637e-16
si:dkey-19e4.5	1	1.42309669933094e-20	-1.57998443772804	0.043	0.123	3.37473151279339e-16
txndc15	1	1.44829140755785e-20	-1.24585365234433	0.079	0.18	3.43447824388268e-16
ctdspla	1	1.47510963471518e-20	0.942446244186861	0.359	0.202	3.49807498776357e-16
plaa	1	1.49356750411403e-20	-1.71943808066044	0.043	0.122	3.541845979256e-16
arf6b	1	1.50618299277019e-20	-0.458397439055574	0.565	0.775	3.57176234905524e-16
hm13	1	1.56868225489171e-20	-1.12197154554467	0.13	0.25	3.71997309925021e-16
cpsf3	1	1.62525141613729e-20	-1.53426812328019	0.049	0.132	3.85412120822798e-16
ccdc12	1	1.63622632260543e-20	-1.25109899260565	0.08	0.18	3.88014710142652e-16
gng10	1	1.75215633362532e-20	-0.846714049177935	0.183	0.316	4.15506352955909e-16
agpat3	1	1.88754784661805e-20	-1.34433075452247	0.083	0.184	4.47613096347005e-16
hspa12b	1	1.92549080501452e-20	0.774807436544469	0.413	0.257	4.56610889501142e-16
flt4	1	1.93309152643707e-20	1.52274552128383	0.237	0.106	4.58413324579287e-16
rac2	1	2.43291745258134e-20	-1.05194336487438	0.095	0.204	5.76942044705139e-16
pfdn2	1	2.49517965814266e-20	-1.19087163575118	0.111	0.222	5.91706904131951e-16
mrps7	1	2.63550510995087e-20	-1.51050791913055	0.048	0.13	6.24983681773749e-16
caprin1b	1	2.76800199823003e-20	-0.612314463547734	0.29	0.46	6.5640399386027e-16
zgc:91976	1	3.19106755341081e-20	0.976430984247893	0.316	0.169	7.5672975961584e-16
smim7	1	3.48050982504483e-20	-1.30817515474992	0.076	0.173	8.25368099911131e-16
cdv3	1	3.52080940879804e-20	-0.465056501713182	0.651	0.829	8.34924743202366e-16
sept9a	1	3.53639174345271e-20	0.637235543487888	0.486	0.321	8.38619938042375e-16
tpma	1	3.56813590524064e-20	1.90452958014829	0.121	0.022	8.46147748568765e-16
rnd3a	1	3.63076539730216e-20	-0.809841272944807	0.588	0.746	8.60999706316235e-16
pggt1b	1	3.65607084295094e-20	-1.06701463805623	0.117	0.232	8.67000639697387e-16
si:cabz01074946.1	1	3.69936062258112e-20	-1.37444636955452	0.044	0.123	8.77266378038888e-16
prpf19	1	3.88222535326218e-20	-1.58939018904672	0.062	0.152	9.20630920272593e-16
cebpg	1	3.99011402093629e-20	-0.524211065436089	0.54	0.726	9.46215638924832e-16
zgc:153993	1	4.17329180329419e-20	-1.18324393455961	0.109	0.22	9.89654418233185e-16
kdm1a	1	4.34723408688761e-20	-0.579455272848041	0.354	0.536	1.03090309136453e-15
cdc42ep4b	1	4.38022021371198e-20	1.85819392333117	0.194	0.073	1.03872542147966e-15
sema6d	1	4.42744230975388e-20	1.21336038322753	0.291	0.154	1.04992366933504e-15
si:ch73-238c9.1	1	4.61719523213555e-20	-1.36285029596146	0.076	0.173	1.09492167734862e-15
hnrnpl2	1	4.66700902764064e-20	-0.629670183358341	0.362	0.537	1.1067345208147e-15
mesd	1	4.95506331928926e-20	-0.966165348576482	0.2	0.333	1.17504371553626e-15
cops8	1	5.08123486763558e-20	-1.24198797421303	0.087	0.189	1.2049640365111e-15
PAQR9	1	5.08885689768949e-20	-1.36914910549695	0.084	0.185	1.20677152471808e-15
kif3a	1	5.17669376818413e-20	-1.22871362330993	0.097	0.202	1.22760116018718e-15
khsrp	1	5.19040345981277e-20	-0.915589948397625	0.216	0.357	1.23085227646e-15
timm8b	1	5.319894204194e-20	-1.36285029596146	0.095	0.199	1.26155971158256e-15
si:dkey-13i19.8	1	5.41592185234948e-20	-0.506955115869589	0.503	0.698	1.28433170806616e-15
mcf2l2	1	5.47876053022229e-20	1.03935495868397	0.342	0.2	1.29923327213691e-15
rbpja	1	5.61366294235666e-20	0.803093868193989	0.465	0.321	1.33122403015046e-15
cnih1	1	6.37305634675094e-20	-0.959305824310068	0.22	0.353	1.51130658206852e-15
itm2bb	1	6.41925768007754e-20	-0.66243785174286	0.252	0.41	1.52226276625359e-15
cstf2	1	6.85799592134956e-20	-1.17868496339366	0.097	0.203	1.62630515278883e-15
tex261	1	7.00486415643433e-20	-1.1813573770013	0.089	0.192	1.66113348605684e-15
birc2	1	7.05723559810777e-20	-0.792150817608172	0.296	0.449	1.67355284973528e-15
dusp22b	1	7.1034868466431e-20	-1.36646154951384	0.067	0.159	1.68452087081295e-15
eif4eb	1	7.10508958021302e-20	-1.24930846248788	0.09	0.192	1.68490094305171e-15
rb1cc1	1	8.34231640013879e-20	1.2836265939724	0.225	0.095	1.97829691112891e-15
pdha1a	1	9.9304194072106e-20	-1.05523387387345	0.13	0.247	2.35489965822592e-15
zgc:65873	1	1.0111016194368e-19	-1.16451206428136	0.121	0.234	2.39772638033242e-15
nxn	1	1.05279048514884e-19	-0.960336615323403	0.168	0.295	2.49658735648197e-15
tal1	1	1.09939723259336e-19	1.31048143231923	0.219	0.092	2.6071105973719e-15
gata3	1	1.10218031118072e-19	1.04557080458665	0.359	0.219	2.61371038993397e-15
si:ch1073-314i13.4	1	1.12325912338766e-19	-1.28902016637403	0.1	0.206	2.66369668520149e-15
ggps1	1	1.14609316017567e-19	0.886036349954605	0.38	0.231	2.71784532004058e-15
srsf1b	1	1.17987492885787e-19	-1.07040411573923	0.155	0.276	2.79795540629354e-15
lgals3a	1	1.26238277614435e-19	-0.461155894208889	0.472	0.665	2.9936145153487e-15
vps36	1	1.30008852605611e-19	-1.14698399175018	0.089	0.191	3.08302993068946e-15
chmp4bb	1	1.49150775871509e-19	-0.459133948148088	0.411	0.608	3.53696149901696e-15
crsp7	1	1.5185050349044e-19	1.08292307625815	0.282	0.144	3.6009828397723e-15
st3gal8	1	1.53296933432628e-19	1.27095306813259	0.242	0.112	3.63528347942133e-15
dnajc8	1	1.54181716681734e-19	-0.888755759407654	0.233	0.367	3.65626522939065e-15
rab11ba	1	1.54534423894018e-19	-0.872574400082543	0.251	0.386	3.66462932822273e-15
eif2b3	1	1.56084089883063e-19	-1.64654343644283	0.041	0.117	3.70137810748696e-15
klhl24b	1	1.56113230284707e-19	1.32637153366883	0.252	0.121	3.70206914297153e-15
slc22a31	1	1.6035258177885e-19	0.841749785818021	0.389	0.238	3.80260112430365e-15
txndc5	1	1.66796762613852e-19	-1.27979582017539	0.103	0.207	3.9554184286249e-15
nid1b	1	1.72231248693996e-19	-0.838524728328928	0.278	0.418	4.08429183152941e-15
spock3	1	1.78753875639846e-19	-0.959444955286102	0.255	0.385	4.23896940692331e-15
rps26	1	1.84363326317568e-19	-0.278416150601839	0.986	0.997	4.3719919202948e-15
coa6	1	1.9822608436983e-19	-1.05252768102246	0.153	0.273	4.70073336474614e-15
gas6	1	2.28927359504338e-19	-1.17439459020907	0.172	0.293	5.42878340328586e-15
exoc3l2a	1	2.48556697783665e-19	1.35112341681657	0.266	0.134	5.89427353124184e-15
sqstm1	1	2.49674699481893e-19	0.793025420530582	0.637	0.596	5.92078582351361e-15
mdh2	1	2.50739546237849e-19	-0.478907025355807	0.519	0.713	5.94603759948434e-15
myo9aa	1	2.76923871358862e-19	2.04932559646459	0.122	0.025	6.56697268540405e-15
emc2	1	2.88163045548243e-19	-0.840316427991252	0.226	0.358	6.83349846213104e-15
tmem39a	1	2.96492485720801e-19	-1.25825980439881	0.084	0.182	7.03102280638309e-15
rbm22	1	3.06699622874906e-19	-0.96736559410402	0.149	0.269	7.27307485685553e-15
pld1a	1	3.08427782059915e-19	1.48249395422358	0.231	0.106	7.31405642376883e-15
kdr	1	3.14835801309113e-19	1.04782080971066	0.286	0.149	7.46601619224431e-15
rpl9	1	3.52288782363262e-19	-0.277587995798883	1	1	8.3541761849624e-15
ndufb11	1	3.5684496512081e-19	-1.75787700599821	0.033	0.102	8.46222150287489e-15
grasp	1	3.71314660318285e-19	0.496459107778069	0.42	0.259	8.8053558547878e-15
zgc:153675	1	4.16615038759421e-19	-1.76578047180841	0.037	0.108	9.8796090291409e-15
rplp1	1	4.22724716806394e-19	-0.256647845419191	1	1	1.00244939343468e-14
gnptg	1	4.47312091712234e-19	-1.29401609923379	0.059	0.145	1.06075589428639e-14
smndc1	1	4.52207164943802e-19	-0.631004877480482	0.353	0.518	1.07236407094773e-14
zyg11	1	4.57171708552556e-19	1.11432118048489	0.292	0.156	1.08413698966153e-14
rab11fip3	1	4.62725386776102e-19	1.48292922996115	0.163	0.052	1.09730698220085e-14
tmem50a	1	4.83286389932224e-19	-0.720274403597601	0.351	0.491	1.14606534508528e-14
entpd8	1	5.01539907595861e-19	1.33099402964494	0.243	0.114	1.18935173687283e-14
snx18a	1	5.07111177734987e-19	1.23899797165334	0.243	0.115	1.20256344688075e-14
faua	1	5.19679670360128e-19	-0.291650727189346	0.997	1	1.23236837029201e-14
phb	1	5.5499280417447e-19	-0.763357449344793	0.244	0.393	1.31610993581934e-14
acp1	1	5.82700811742484e-19	-1.1419369604027	0.112	0.221	1.38181670496613e-14
si:ch211-271b14.1	1	5.94202291728143e-19	-1.38059293625594	0.073	0.165	1.40909131460412e-14
rpl22	1	6.16962497480069e-19	-0.31207397688276	0.993	0.999	1.46306486652424e-14
ndnl2	1	6.76040645157573e-19	-1.3260704466867	0.072	0.163	1.60316278592667e-14
CR354588.1	1	6.85449919173797e-19	0.95002541398632	0.328	0.186	1.62547593832874e-14
hsph1	1	6.92378650274806e-19	1.84524873802166	0.159	0.051	1.64190673126168e-14
fzd6	1	7.09667283023958e-19	-1.35593088202167	0.056	0.139	1.68290499496301e-14
stx2a	1	7.29730827138745e-19	-1.79586632503317	0.035	0.105	1.73048368347682e-14
arfgap2	1	7.29755425705509e-19	1.08725765757132	0.289	0.153	1.73054201651804e-14
tmed9	1	7.38017410307486e-19	-0.886712344591766	0.237	0.367	1.75013448680317e-14
plvapa	1	7.56750140003789e-19	2.12675658326053	0.177	0.065	1.79455728200499e-14
